"schema_name","table_name","column_order","column_name","data_type","column_comment"
web_app,item_material_ext,15,storage_life_months,character varying(10),存儲壽限代號
web_app,item_material_ext,16,file_type_code,character varying(10),檔別代號
web_app,item_material_ext,17,file_type_category,character varying(10),檔別區分
web_app,item_material_ext,18,secrecy_code,character varying(10),機密性代號（U/C/S等）
web_app,item_material_ext,19,expendability_code,character varying(10),消耗性代號（M/N等）
web_app,item_material_ext,20,spec_indicator,character varying(10),規格指示
web_app,item_material_ext,21,navy_source,character varying(50),海軍軍品來源
web_app,item_material_ext,22,storage_type_code,character varying(20),儲存型式
web_app,item_material_ext,23,storage_life_action_code,character varying(10),處理代號（壽限處理）
web_app,item_material_ext,24,manufacturability_code,character varying(10),製造能量
web_app,item_material_ext,25,repairability_code,character varying(10),修理能量
web_app,item_material_ext,26,source_code,character varying(10),來源代號
web_app,item_material_ext,27,project_code,character varying(20),專案代號
web_app,item_material_ext,28,date_created,timestamp without time zone,
web_app,item_material_ext,29,date_updated,timestamp without time zone,
web_app,item_material_ext,30,inc_code,character varying(20),
web_app,item_material_ext,31,fiig_code,character varying(20),
web_app,item_material_ext_nsn_key,1,nsn,character varying(20),
web_app,item_material_ext_pkey,1,item_uuid,uuid,
web_app,item_number_xref,1,part_number_id,integer,零件號碼ID
web_app,item_number_xref,2,part_number_reference,character varying(50),配件號碼（P/N）
web_app,item_number_xref,3,item_uuid,uuid,品項UUID
web_app,item_number_xref,4,supplier_id,integer,廠商ID
web_app,item_number_xref,5,pn_acquisition_level,character varying(10),P/N獲得程度
web_app,item_number_xref,6,pn_acquisition_source,character varying(50),P/N獲得來源
web_app,item_number_xref,7,is_primary,boolean,是否為主要零件號
web_app,item_number_xref,8,date_created,timestamp without time zone,
web_app,item_number_xref,9,date_updated,timestamp without time zone,
web_app,item_pkey,1,item_uuid,uuid,
web_app,mrc,1,mrc_uuid,uuid,MRC UUID（主鍵）
web_app,mrc,2,item_uuid,uuid,品項UUID
web_app,mrc,3,spec_no,integer,規格順序
web_app,mrc,4,spec_abbr,character varying(20),規格資料縮寫
web_app,mrc,5,spec_en,character varying(200),規格資料英文
web_app,mrc,6,spec_zh,character varying(200),規格資料翻譯
web_app,mrc,7,answer_en,character varying(200),英答
web_app,mrc,8,answer_zh,character varying(200),中答
web_app,mrc,9,date_created,timestamp without time zone,
web_app,mrc,10,date_updated,timestamp without time zone,
web_app,mrc_pkey,1,mrc_uuid,uuid,
web_app,part_number_xref_part_number_id_seq,1,last_value,bigint,
web_app,part_number_xref_part_number_id_seq,2,log_cnt,bigint,
web_app,part_number_xref_part_number_id_seq,3,is_called,boolean,
web_app,part_number_xref_pkey,1,part_number_id,integer,
web_app,supplier,1,supplier_id,integer,廠商ID（自動編號）
web_app,supplier,2,supplier_code,character varying(20),廠商來源代號
web_app,supplier,3,cage_code,character varying(20),廠家登記代號
web_app,supplier,4,supplier_name_en,character varying(200),廠家製造商（英文）
web_app,supplier,5,supplier_name_zh,character varying(100),廠商中文名稱
web_app,supplier,6,agent_name,character varying(255),代理商名稱。如果是製造商則填 NULL，如果是代理商則填入代理商名稱
web_app,supplier,7,country_code,character varying(10),國家代碼
web_app,supplier,8,date_created,timestamp without time zone,
web_app,supplier,9,date_updated,timestamp without time zone,
web_app,supplier_cage_code_key,1,cage_code,character varying(20),
web_app,supplier_pkey,1,supplier_id,integer,
web_app,supplier_supplier_code_key,1,supplier_code,character varying(20),
web_app,supplier_supplier_id_seq,1,last_value,bigint,
web_app,supplier_supplier_id_seq,2,log_cnt,bigint,
web_app,supplier_supplier_id_seq,3,is_called,boolean,
web_app,suppliercodeapplication_form_no_key,1,form_no,character varying(50),
web_app,suppliercodeapplication_pkey,1,application_uuid,uuid,
web_app,technicaldocument,1,document_id,integer,
web_app,technicaldocument,2,document_reference,character varying(200),
web_app,technicaldocument,3,document_version,character varying(20),
web_app,technicaldocument,4,shipyard_drawing_no,character varying(50),
web_app,technicaldocument,5,design_drawing_no,character varying(50),
web_app,technicaldocument,6,document_type,character varying(20),
web_app,technicaldocument,7,document_category,character varying(20),
web_app,technicaldocument,8,language,character varying(10),
web_app,technicaldocument,9,security_level,character varying(10),
web_app,technicaldocument,10,eswbs_code,character varying(20),
web_app,technicaldocument,11,accounting_code,character varying(20),
web_app,technicaldocument,12,date_created,timestamp without time zone,
web_app,technicaldocument,13,date_updated,timestamp without time zone,
web_app,technicaldocument_document_id_seq,1,last_value,bigint,
web_app,technicaldocument_document_id_seq,2,log_cnt,bigint,
web_app,technicaldocument_document_id_seq,3,is_called,boolean,
web_app,technicaldocument_pkey,1,document_id,integer,
web_app,unique_bom_line,1,bom_uuid,uuid,
web_app,unique_bom_line,2,line_no,character varying(50),
web_app,unique_part,1,part_number,character varying(50),
web_app,unique_part,2,item_uuid,uuid,
web_app,unique_part,3,supplier_id,integer,
web_app,usersession,1,session_id,character varying(255),Session ID（主鍵）
web_app,usersession,2,user_id,uuid,
web_app,usersession,3,ip_address,character varying(45),
web_app,usersession,4,user_agent,text,
web_app,usersession,5,is_active,boolean,
web_app,usersession,6,remember_me,boolean,
web_app,usersession,7,expires_at,timestamp without time zone,Session過期時間
web_app,usersession,8,date_created,timestamp without time zone,
web_app,usersession,9,last_activity_at,timestamp without time zone,
web_app,usersession_pkey,1,session_id,character varying(255),
